text,id
акустика – это наука о тот как вести себя звук это важно знать при оборудование концертный зал твёрдый голый стена в пустой комната отражать звук и в пустой комната появляться эхо в маленький комната можно устранить этот эффект с помощь ковровый и штора поглощать звук,0
магнитный сила исходить из два точка который называться полюс магнит один полюс северный а другой – южный если сблизить два магнит северный полюс они попытаться разойтись они отталкивать друг друг то же самый происходить при сближение южный полюс однако северный полюс и южный притягиваться полюс один тип отталкиваться,0
когда кусочек металл попадать в магнитный поле он намагничиваться и приобретать полюс противоположный полюс основный магнит вот почему он притягиваться к магнит магнит притягивать некоторый металл железо никель кобальт и некоторый вид стать,0
металлический гвоздь тоже намагничиваться возле магнит но он быстро утрачивать это свойство когда магнит убирать магнит способный сохранять свой свойство называться постоянный магнит большинство такой магнит делать из стать специальный металлический соединение или материал который называться феррит они делать в форма прут подкова или кольцо,0
учёный полагать что в такой материал как железо и сталь каждый группа атом являться маленький магнит в нормальный состояние атом располагаться в весь направление они магнитный свойство гаситься но если материал подвергаться воздействие магнит атом выстраиваться в единый направление и металл становиться больший магнит,0
железо – один из самый важный металл он можно превратить в очень прочный металл который мы называть сталь для это он надо освободить от углерод который делать природный железо рыхлый если к стать добавляться хром мы называть её нержавейка поскольку этот сплав не покрываться ржавчина существовать сотня сплав с каждый год изобретаться всё новый,0
алюминий это мягкий металл но из он можно изготовить прочный сплав который использоваться в банк с напиток и в кухонный фольга алюминий применять и при изготовление проводы высокий напряжение,0
магний также входить в состав лёгкий и прочный сплав он наряду с алюминий и цинк использовать при конструирование различный прибор машина и самолёт чистый магний гореть яркий белый огонь он использовать в фейерверк,0
цинк – это тусклый металл который покрывать сталь чтобы предохранить её от ржавчина такой сталь называться гальванизировать,0
никель – металл который не тускнеть и не покрываться ржавчина он использовать в сплав с железо и сталь чтобы сделать этот металл более прочный и устойчивый к ржавчина он также использовать при чеканка монета,0
уран – редкий радиоактивный металл он использовать для получение энергия в атомный реактор,0
вольфрам – твёрдый прочный металл с высокий порог плавление из он делать проволока в лампа он применять также в специальный сплав для острый кромка пила или остриё дрель,0
ось и колесо позволять передвигать тяжесть ось – это то на что крепиться колесо коляска содержать этот предмет больной человек пользоваться коляска чтобы передвигаться длинный спица действовать в качество рычаг,0
механизм позволять применить сила в один место а результат получить в друг механизм мочь изменить направление действие сила к пример если повернуть рукоятка миксер маленький весло начать вращаться в другой сторона,0
ремень управлять многий бытовой машина в тот число стиральный машина и отжим даже в видеомагнитофон действовать крошечный очень маленький приводной ремень если ремень двигаться слишком быстро он мочь соскользнуть цепь позволять решить этот проблема она не мочь соскользнуть потому что она держаться на зубчик шестерёнка который называться звёздочка,0
электрический энергия создаваться различный способ в первый можно получить её использовать энергия вода на гидроэлектростанция вода в быстро двигаться водопад и река обладать энергия который расходоваться впустую если энергия вода сдерживаться и использоваться для получение электричество получить энергия мочь быть передать туда где она понадобиться,0
сила ветер применяться в аэрогенератор для производство электричество аэрогенератор ставить на высокий холм чтобы произвести столько энергия сколько давать один электростанция понадобиться сотня аэрогенератор в австралия и америка ветряный мельница обычно выглядеть как высокий башня вращаться часть снабдить множество металлический лезвие с пропеллер на конец который вращаться под натиск ветер,0
нефть – это останки растение и животное который обитать в море миллион год назад когда они умирать они опускаться на дно они заносить слой песок и грязь идти год этот останки погружаться всё глубокий и глубокий а грязь и песок превращаться в скальный порода жара бактерия и давление скальный порода понемногу превращать останки в нефть и природный газ,0
